Orthogroup	i_nil	i_purpurea	i_trifida	i_triloba
OG0034892	INIL13g07589.t1			
OG0034893	INIL13g07559.t1			
OG0034894	INIL13g07546.t1			
OG0034895	INIL13g07517.t1			
OG0034896	INIL13g07507.t1			
OG0034897	INIL13g07482.t1			
OG0034898	INIL13g07442.t1			
OG0034899	INIL13g07439.t1			
OG0034900	INIL13g07438.t1			
OG0034901	INIL13g07434.t1			
OG0034902	INIL13g09275.t1			
OG0034903	INIL13g09273.t1			
OG0034904	INIL13g09264.t1			
OG0034905	INIL13g09212.t1			
OG0034906	INIL13g09205.t1			
OG0034907	INIL13g09175.t1			
OG0034908	INIL13g09166.t1			
OG0034909	INIL13g09139.t1			
OG0034910	INIL13g09134.t1			
OG0034911	INIL13g09127.t1			
OG0034912	INIL13g09126.t1			
OG0034913	INIL13g09100.t1			
OG0034914	INIL13g09079.t1			
OG0034915	INIL13g09071.t1			
OG0034916	INIL13g09067.t1			
OG0034917	INIL13g15575.t1			
OG0034918	INIL13g15571.t1			
OG0034919	INIL13g15563.t1			
OG0034920	INIL13g15539.t1			
OG0034921	INIL13g15538.t1			
OG0034922	INIL13g15526.t1			
OG0034923	INIL13g15525.t1			
OG0034924	INIL13g15516.t1			
OG0034925	INIL13g15515.t1			
OG0034926	INIL13g15499.t1			
OG0034927	INIL13g15490.t1			
OG0034928	INIL13g15461.t1			
OG0034929	INIL13g15449.t1			
OG0034930	INIL13g15436.t1			
OG0034931	INIL13g15417.t1			
OG0034932	INIL13g15415.t1			
OG0034933	INIL13g15409.t1			
OG0034934	INIL13g15401.t1			
OG0034935	INIL13g15392.t1			
OG0034936	INIL13g15387.t1			
OG0034937	INIL13g15385.t1			
OG0034938	INIL13g15364.t1			
OG0034939	INIL13g15349.t1			
OG0034940	INIL13g40952.t1			
OG0034941	INIL13g40936.t1			
OG0034942	INIL13g26976.t1			
OG0034943	INIL13g26985.t1			
OG0034944	INIL13g26989.t1			
OG0034945	INIL13g26994.t1			
OG0034946	INIL13g27000.t1			
OG0034947	INIL13g27002.t1			
OG0034948	INIL13g27010.t1			
OG0034949	INIL13g27011.t1			
OG0034950	INIL13g27018.t1			
OG0034951	INIL13g35762.t1			
OG0034952	INIL13g39248.t1			
OG0034953	INIL13g39262.t1			
OG0034954	INIL13g16389.t1			
OG0034955	INIL13g16396.t1			
OG0034956	INIL13g40202.t1			
OG0034957	INIL13g40213.t1			
OG0034958	INIL13g40218.t1			
OG0034959	INIL13g40227.t1			
OG0034960	INIL13g40236.t1			
OG0034961	INIL13g40237.t1			
OG0034962	INIL13g40250.t1			
OG0034963	INIL13g40292.t1			
OG0034964	INIL13g40297.t1			
OG0034965	INIL13g40299.t1			
OG0034966	INIL13g01760.t1			
OG0034967	INIL13g01738.t1			
OG0034968	INIL13g01725.t1			
OG0034969	INIL13g01711.t1			
OG0034970	INIL13g01703.t1			
OG0034971	INIL13g07018.t1			
OG0034972	INIL13g07021.t1			
OG0034973	INIL13g07024.t1			
OG0034974	INIL13g07025.t1			
OG0034975	INIL13g07045.t1			
OG0034976	INIL13g07055.t1			
OG0034977	INIL13g08604.t1			
OG0034978	INIL13g08610.t1			
OG0034979	INIL13g08611.t1			
OG0034980	INIL13g08622.t1			
OG0034981	INIL13g08625.t1			
OG0034982	INIL13g23381.t1			
OG0034983	INIL13g23389.t1			
OG0034984	INIL13g23393.t1			
OG0034985	INIL13g23395.t1			
OG0034986	INIL13g23397.t1			
OG0034987	INIL13g39049.t1			
OG0034988	INIL13g39043.t1			
OG0034989	INIL13g39038.t1			
OG0034990	INIL13g39031.t1			
OG0034991	INIL13g39030.t1			
OG0034992	INIL13g39017.t1			
OG0034993	INIL13g39012.t1			
OG0034994	INIL13g39006.t1			
OG0034995	INIL13g38990.t1			
OG0034996	INIL13g38975.t1			
OG0034997	INIL13g38969.t1			
OG0034998	INIL13g38966.t1			
OG0034999	INIL13g38960.t1			
OG0035000	INIL13g26919.t1			
OG0035001	INIL13g26931.t1			
OG0035002	INIL13g26943.t1			
OG0035003	INIL13g26946.t1			
OG0035004	INIL13g26948.t1			
OG0035005	INIL13g26957.t1			
OG0035006	INIL13g10969.t1			
OG0035007	INIL13g10976.t1			
OG0035008	INIL13g10980.t1			
OG0035009	INIL13g14781.t1			
OG0035010	INIL13g14803.t1			
OG0035011	INIL13g14808.t1			
OG0035012	INIL13g14810.t1			
OG0035013	INIL13g14823.t1			
OG0035014	INIL13g14850.t1			
OG0035015	INIL13g14868.t1			
OG0035016	INIL13g14882.t1			
OG0035017	INIL13g14894.t1			
OG0035018	INIL13g14896.t1			
OG0035019	INIL13g14897.t1			
OG0035020	INIL13g21230.t1			
OG0035021	INIL13g06616.t1			
OG0035022	INIL13g25829.t1			
OG0035023	INIL13g00725.t1			
OG0035024	INIL13g00727.t1			
OG0035025	INIL13g00761.t1			
OG0035026	INIL13g00762.t1			
OG0035027	INIL13g00771.t1			
OG0035028	INIL13g00784.t1			
OG0035029	INIL13g00824.t1			
OG0035030	INIL13g00829.t1			
OG0035031	INIL13g00842.t1			
OG0035032	INIL13g00844.t1			
OG0035033	INIL13g00846.t1			
OG0035034	INIL13g00847.t1			
OG0035035	INIL13g00849.t1			
OG0035036	INIL13g00851.t1			
OG0035037	INIL13g00861.t1			
OG0035038	INIL13g00866.t1			
OG0035039	INIL13g27071.t1			
OG0035040	INIL13g28688.t1			
OG0035041	INIL13g28686.t1			
OG0035042	INIL13g28660.t1			
OG0035043	INIL13g28658.t1			
OG0035044	INIL13g28654.t1			
OG0035045	INIL14g03589.t1			
OG0035046	INIL14g03629.t1			
OG0035047	INIL14g03652.t1			
OG0035048	INIL14g03656.t1			
OG0035049	INIL14g03667.t1			
OG0035050	INIL14g03691.t1			
OG0035051	INIL14g03744.t1			
OG0035052	INIL14g03751.t1			
OG0035053	INIL14g03787.t1			
OG0035054	INIL14g03793.t3			
OG0035055	INIL14g03794.t1			
OG0035056	INIL14g03795.t1			
OG0035057	INIL14g03799.t1			
OG0035058	INIL14g03800.t1			
OG0035059	INIL14g03863.t1			
OG0035060	INIL14g03920.t1			
OG0035061	INIL14g03984.t1			
OG0035062	INIL14g04006.t1			
OG0035063	INIL14g04010.t1			
OG0035064	INIL14g04016.t1			
OG0035065	INIL14g04036.t1			
OG0035066	INIL14g04059.t1			
OG0035067	INIL14g04061.t1			
OG0035068	INIL14g04114.t1			
OG0035069	INIL14g04145.t1			
OG0035070	INIL14g04149.t1			
OG0035071	INIL14g04155.t1			
OG0035072	INIL14g04193.t1			
OG0035073	INIL14g04196.t1			
OG0035074	INIL14g04200.t1			
OG0035075	INIL14g04204.t1			
OG0035076	INIL14g04228.t1			
OG0035077	INIL14g04236.t1			
OG0035078	INIL14g04245.t1			
OG0035079	INIL14g04246.t1			
OG0035080	INIL14g04253.t1			
OG0035081	INIL14g04265.t1			
OG0035082	INIL14g04283.t1			
OG0035083	INIL14g02018.t1			
OG0035084	INIL14g02016.t1			
OG0035085	INIL14g02014.t1			
OG0035086	INIL14g02013.t1			
OG0035087	INIL14g01996.t1			
OG0035088	INIL14g15230.t1			
OG0035089	INIL14g15229.t1			
OG0035090	INIL14g15217.t1			
OG0035091	INIL14g15214.t1			
OG0035092	INIL14g21189.t1			
OG0035093	INIL14g21169.t1			
OG0035094	INIL14g21165.t1			
OG0035095	INIL14g21156.t1			
OG0035096	INIL14g28601.t1			
OG0035097	INIL14g28608.t1			
OG0035098	INIL14g28617.t1			
OG0035099	INIL14g00646.t1			
OG0035100	INIL14g00689.t1			
OG0035101	INIL14g40731.t1			
OG0035102	INIL14g40751.t1			
OG0035103	INIL14g25871.t1			
OG0035104	INIL14g25872.t1			
OG0035105	INIL14g25884.t1			
OG0035106	INIL14g25886.t1			
OG0035107	INIL14g07206.t1			
OG0035108	INIL14g07209.t1			
OG0035109	INIL14g07210.t1			
OG0035110	INIL14g07226.t1			
OG0035111	INIL14g07236.t1			
OG0035112	INIL14g07237.t1			
OG0035113	INIL14g07238.t1			
OG0035114	INIL14g07078.t1			
OG0035115	INIL14g07086.t1			
OG0035116	INIL14g04470.t1			
OG0035117	INIL14g04475.t1			
OG0035118	INIL14g14414.t1			
OG0035119	INIL14g14433.t1			
OG0035120	INIL14g14434.t1			
OG0035121	INIL14g14448.t1			
OG0035122	INIL14g29704.t1			
OG0035123	INIL14g29721.t1			
OG0035124	INIL14g29728.t1			
OG0035125	INIL14g29738.t1			
OG0035126	INIL14g29740.t1			
OG0035127	INIL14g29742.t1			
OG0035128	INIL14g29761.t1			
OG0035129	INIL14g29762.t1			
OG0035130	INIL14g29782.t1			
OG0035131	INIL14g19211.t1			
OG0035132	INIL14g19215.t1			
OG0035133	INIL14g19228.t1			
OG0035134	INIL14g19259.t1			
OG0035135	INIL14g28312.t1			
OG0035136	INIL14g28313.t1			
OG0035137	INIL14g28322.t1			
OG0035138	INIL14g28356.t1			
OG0035139	INIL14g28357.t1			
OG0035140	INIL14g21263.t1			
OG0035141	INIL14g21259.t1			
OG0035142	INIL14g21255.t1			
OG0035143	INIL14g21235.t1			
OG0035144	INIL14g36785.t1			
OG0035145	INIL14g36796.t1			
OG0035146	INIL14g36800.t1			
OG0035147	INIL14g36825.t1			
OG0035148	INIL14g36827.t1			
OG0035149	INIL14g36856.t1			
OG0035150	INIL14g06638.t1			
OG0035151	INIL14g06654.t1			
OG0035152	INIL14g06670.t1			
OG0035153	INIL14g06671.t1			
OG0035154	INIL14g06677.t1			
OG0035155	INIL14g06686.t1			
OG0035156	INIL14g06688.t1			
OG0035157	INIL14g06710.t1			
OG0035158	INIL14g06726.t1			
OG0035159	INIL14g06738.t1			
OG0035160	INIL14g06751.t1			
OG0035161	INIL14g06810.t1			
OG0035162	INIL14g06819.t1			
OG0035163	INIL14g06856.t1			
OG0035164	INIL14g06895.t1			
OG0035165	INIL14g06898.t1			
OG0035166	INIL14g06903.t1			
OG0035167	INIL14g06909.t1			
OG0035168	INIL14g06915.t1			
OG0035169	INIL14g06921.t1			
OG0035170	INIL14g06925.t1			
OG0035171	INIL14g06928.t1			
OG0035172	INIL14g06956.t1			
OG0035173	INIL14g06981.t1			
OG0035174	INIL14g33098.t1			
OG0035175	INIL14g33103.t1			
OG0035176	INIL14g33105.t1			
OG0035177	INIL14g33126.t1			
OG0035178	INIL14g33135.t1			
OG0035179	INIL14g33164.t1			
OG0035180	INIL14g33173.t1			
OG0035181	INIL14g33190.t1			
OG0035182	INIL14g26008.t1			
OG0035183	INIL14g26033.t1			
OG0035184	INIL14g26034.t1			
OG0035185	INIL14g26065.t1			
OG0035186	INIL14g26102.t1			
OG0035187	INIL14g26120.t1			
OG0035188	INIL14g26140.t1			
OG0035189	INIL14g26157.t1			
OG0035190	INIL14g26259.t1			
OG0035191	INIL14g26271.t1			
OG0035192	INIL14g26273.t1			
OG0035193	INIL14g35061.t1			
OG0035194	INIL14g35063.t1			
OG0035195	INIL14g35069.t1			
OG0035196	INIL14g35086.t1			
OG0035197	INIL14g35090.t1			
OG0035198	INIL14g35117.t1			
OG0035199	INIL14g35122.t1			
OG0035200	INIL14g35150.t1			
OG0035201	INIL14g35167.t1			
OG0035202	INIL14g35168.t1			
OG0035203	INIL14g35191.t1			
OG0035204	INIL14g35286.t1			
OG0035205	INIL14g35292.t1			
OG0035206	INIL14g35336.t1			
OG0035207	INIL14g35345.t1			
OG0035208	INIL14g35364.t1			
OG0035209	INIL14g35378.t1			
OG0035210	INIL14g35457.t1			
OG0035211	INIL14g35470.t1			
OG0035212	INIL14g35480.t1			
OG0035213	INIL14g35545.t1			
OG0035214	INIL14g42053.t1			
OG0035215	INIL14g42049.t1			
OG0035216	INIL14g42048.t1			
OG0035217	INIL14g42033.t1			
OG0035218	INIL14g41996.t1			
OG0035219	INIL14g41984.t1			
OG0035220	INIL14g41962.t1			
OG0035221	INIL14g41950.t1			
OG0035222	INIL14g41946.t1			
OG0035223	INIL14g41944.t1			
OG0035224	INIL14g41889.t1			
OG0035225	INIL14g41883.t1			
OG0035226	INIL14g41880.t1			
OG0035227	INIL14g41862.t1			
OG0035228	INIL14g41860.t1			
OG0035229	INIL14g41845.t1			
OG0035230	INIL14g41844.t1			
OG0035231	INIL14g41824.t1			
OG0035232	INIL14g41809.t1			
OG0035233	INIL14g41794.t1			
OG0035234	INIL14g41785.t1			
OG0035235	INIL14g41766.t1			
OG0035236	INIL14g41745.t1			
OG0035237	INIL14g41726.t1			
OG0035238	INIL14g41629.t1			
OG0035239	INIL14g41586.t1			
OG0035240	INIL14g41557.t1			
OG0035241	INIL14g41458.t1			
OG0035242	INIL14g41447.t1			
OG0035243	INIL14g41439.t1			
OG0035244	INIL14g41438.t1			
OG0035245	INIL14g41434.t1			
OG0035246	INIL14g41368.t1			
OG0035247	INIL14g41332.t1			
OG0035248	INIL14g41310.t1			
OG0035249	INIL14g41284.t1			
OG0035250	INIL14g41217.t1			
OG0035251	INIL14g41212.t1			
OG0035252	INIL14g41208.t1			
OG0035253	INIL15g27513.t1			
OG0035254	INIL15g27568.t1			
OG0035255	INIL15g27578.t1			
OG0035256	INIL15g27627.t1			
OG0035257	INIL15g27634.t1			
OG0035258	INIL15g27638.t1			
OG0035259	INIL15g27691.t1			
OG0035260	INIL15g27693.t1			
OG0035261	INIL15g27726.t1			
OG0035262	INIL15g27756.t1			
OG0035263	INIL15g27798.t1			
OG0035264	INIL15g27845.t1			
OG0035265	INIL15g27853.t1			
OG0035266	INIL15g27884.t1			
OG0035267	INIL15g27886.t1			
OG0035268	INIL15g27892.t1			
OG0035269	INIL15g27979.t1			
OG0035270	INIL15g28043.t1			
OG0035271	INIL15g28054.t1			
OG0035272	INIL15g28064.t1			
OG0035273	INIL15g28084.t1			
OG0035274	INIL15g28117.t1			
OG0035275	INIL15g28123.t1			
OG0035276	INIL15g28159.t1			
OG0035277	INIL15g28169.t1			
OG0035278	INIL15g28173.t1			
OG0035279	INIL15g28206.t1			
OG0035280	INIL15g28216.t1			
OG0035281	INIL15g31337.t1			
OG0035282	INIL15g31302.t1			
OG0035283	INIL15g31257.t1			
OG0035284	INIL15g31183.t1			
OG0035285	INIL15g14194.t1			
OG0035286	INIL15g14203.t1			
OG0035287	INIL15g14225.t1			
OG0035288	INIL15g14226.t1			
OG0035289	INIL15g14246.t1			
OG0035290	INIL15g11071.t1			
OG0035291	INIL15g11069.t1			
OG0035292	INIL15g11058.t1			
OG0035293	INIL15g11017.t1			
OG0035294	INIL15g27404.t1			
OG0035295	INIL15g31539.t1			
OG0035296	INIL15g31550.t1			
OG0035297	INIL15g31556.t1			
OG0035298	INIL15g31566.t1			
OG0035299	INIL15g31567.t1			
OG0035300	INIL15g31570.t1			
OG0035301	INIL15g14382.t1			
OG0035302	INIL15g23484.t1			
OG0035303	INIL15g23497.t1			
OG0035304	INIL15g23499.t1			
OG0035305	INIL15g23515.t1			
OG0035306	INIL15g23527.t1			
OG0035307	INIL15g23797.t1			
OG0035308	INIL15g23804.t1			
OG0035309	INIL15g23809.t1			
OG0035310	INIL15g23829.t1			
OG0035311	INIL15g23832.t1			
OG0035312	INIL15g23871.t1			
OG0035313	INIL15g23874.t1			
OG0035314	INIL15g35586.t1			
OG0035315	INIL15g35593.t1			
OG0035316	INIL15g35598.t1			
OG0035317	INIL15g35600.t1			
OG0035318	INIL15g35602.t1			
OG0035319	INIL15g39077.t1			
OG0035320	INIL15g39085.t1			
OG0035321	INIL15g39092.t1			
OG0035322	INIL15g39093.t1			
OG0035323	INIL15g39095.t1			
OG0035324	INIL15g39097.t1			
OG0035325	INIL15g39101.t1			
OG0035326	INIL15g39110.t1			
OG0035327	INIL15g39111.t1			
OG0035328	INIL15g39125.t1			
OG0035329	INIL15g39133.t1			
OG0035330	INIL15g39142.t1			
OG0035331	INIL15g29269.t1			
OG0035332	INIL15g29295.t1			
OG0035333	INIL15g29307.t1			
OG0035334	INIL15g29317.t1			
OG0035335	INIL15g29321.t1			
OG0035336	INIL15g29352.t1			
OG0035337	INIL15g29391.t1			
OG0035338	INIL15g29408.t1			
OG0035339	INIL15g29412.t1			
OG0035340	INIL15g29414.t1			
OG0035341	INIL15g29434.t1			
OG0035342	INIL15g36077.t1			
OG0035343	INIL15g04322.t1			
OG0035344	INIL15g04332.t1			
OG0035345	INIL15g04335.t1			
OG0035346	INIL15g04338.t1			
OG0035347	INIL15g04344.t1			
OG0035348	INIL02g11487.t1			
OG0035349	INIL02g11513.t1			
OG0035350	INIL02g11517.t1			
OG0035351	INIL02g11561.t1			
OG0035352	INIL02g11581.t1			
OG0035353	INIL02g11626.t1			
OG0035354	INIL02g11707.t1			
OG0035355	INIL02g11723.t1			
OG0035356	INIL02g11750.t1			
OG0035357	INIL02g11763.t1			
OG0035358	INIL02g11768.t1			
OG0035359	INIL02g11841.t1			
OG0035360	INIL02g11851.t1			
OG0035361	INIL02g11856.t1			
OG0035362	INIL02g11867.t1			
OG0035363	INIL02g11892.t1			
OG0035364	INIL02g39740.t1			
OG0035365	INIL02g39746.t1			
OG0035366	INIL02g39804.t1			
OG0035367	INIL02g39829.t1			
OG0035368	INIL02g39832.t1			
OG0035369	INIL02g39837.t1			
OG0035370	INIL02g39874.t1			
OG0035371	INIL02g39878.t1			
OG0035372	INIL02g39923.t1			
OG0035373	INIL02g39933.t1			
OG0035374	INIL02g39936.t1			
OG0035375	INIL02g40517.t1			
OG0035376	INIL02g40518.t1			
OG0035377	INIL02g40525.t1			
OG0035378	INIL02g40579.t1			
OG0035379	INIL02g40595.t1			
OG0035380	INIL02g40602.t1			
OG0035381	INIL02g40607.t1			
OG0035382	INIL02g40611.t1			
OG0035383	INIL02g40627.t1			
OG0035384	INIL02g40635.t1			
OG0035385	INIL02g40640.t1			
OG0035386	INIL02g40644.t1			
OG0035387	INIL02g40681.t1			
OG0035388	INIL02g40803.t1			
OG0035389	INIL02g40830.t1			
OG0035390	INIL02g40835.t1			
OG0035391	INIL02g26886.t1			
OG0035392	INIL02g26883.t1			
OG0035393	INIL02g26871.t1			
OG0035394	INIL02g26854.t1			
OG0035395	INIL02g26849.t1			
OG0035396	INIL02g26840.t1			
OG0035397	INIL02g40308.t1			
OG0035398	INIL02g40313.t1			
OG0035399	INIL02g34121.t1			
OG0035400	INIL02g34125.t1			
OG0035401	INIL02g15650.t1			
OG0035402	INIL02g10128.t1			
OG0035403	INIL02g10144.t1			
OG0035404	INIL02g10174.t1			
OG0035405	INIL02g02216.t1			
OG0035406	INIL02g31607.t1			
OG0035407	INIL02g20821.t1			
OG0035408	INIL02g10948.t1			
OG0035409	INIL02g08752.t1			
OG0035410	INIL02g10402.t1			
OG0035411	INIL02g10449.t1			
OG0035412	INIL02g10472.t1			
OG0035413	INIL02g22399.t1			
OG0035414	INIL02g22393.t1			
OG0035415	INIL02g22386.t1			
OG0035416	INIL02g22378.t1			
OG0035417	INIL02g22375.t1			
OG0035418	INIL02g22356.t1			
OG0035419	INIL02g22350.t1			
OG0035420	INIL02g22330.t1			
OG0035421	INIL02g14470.t1			
OG0035422	INIL02g14475.t1			
OG0035423	INIL02g14484.t1			
OG0035424	INIL02g14494.t1			
OG0035425	INIL02g14498.t1			
OG0035426	INIL02g25001.t1			
OG0035427	INIL02g25005.t1			
OG0035428	INIL02g25009.t1			
OG0035429	INIL02g25866.t1			
OG0035430	INIL02g14152.t1			
OG0035431	INIL02g14151.t1			
OG0035432	INIL02g14125.t1			
OG0035433	INIL02g14115.t1			
OG0035434	INIL02g05749.t1			
OG0035435	INIL02g05745.t1			
OG0035436	INIL02g05727.t1			
OG0035437	INIL02g05715.t1			
OG0035438	INIL02g05706.t1			
OG0035439	INIL02g05699.t1			
OG0035440	INIL02g05698.t1			
OG0035441	INIL02g05675.t1			
OG0035442	INIL02g05667.t1			
OG0035443	INIL02g05636.t1			
OG0035444	INIL02g05603.t1			
OG0035445	INIL02g05600.t1			
OG0035446	INIL02g05549.t1			
OG0035447	INIL02g35735.t1			
OG0035448	INIL02g02174.t1			
OG0035449	INIL02g02177.t1			
OG0035450	INIL02g20980.t1			
OG0035451	INIL02g20983.t1			
OG0035452	INIL02g20987.t1			
OG0035453	INIL02g20988.t1			
OG0035454	INIL02g20993.t1			
OG0035455	INIL02g20999.t1			
OG0035456	INIL02g21008.t1			
OG0035457	INIL02g21017.t1			
OG0035458	INIL02g21043.t1			
OG0035459	INIL02g21044.t1			
OG0035460	INIL02g10713.t1			
OG0035461	INIL02g10708.t1			
OG0035462	INIL02g10663.t1			
OG0035463	INIL02g10651.t1			
OG0035464	INIL02g16480.t1			
OG0035465	INIL02g16507.t1			
OG0035466	INIL02g16515.t1			
OG0035467	INIL02g16533.t1			
OG0035468	INIL02g16541.t1			
OG0035469	INIL02g16598.t1			
OG0035470	INIL02g16601.t1			
OG0035471	INIL02g16602.t1			
OG0035472	INIL02g16606.t1			
OG0035473	INIL02g16658.t1			
OG0035474	INIL02g16664.t1			
OG0035475	INIL02g16673.t1			
OG0035476	INIL02g16793.t1			
OG0035477	INIL02g16799.t1			
OG0035478	INIL02g16829.t1			
OG0035479	INIL02g16851.t1			
OG0035480	INIL02g16907.t1			
OG0035481	INIL02g16917.t1			
OG0035482	INIL02g16933.t1			
OG0035483	INIL02g16953.t1			
OG0035484	INIL02g16961.t1			
OG0035485	INIL02g16965.t1			
OG0035486	INIL02g16978.t1			
OG0035487	INIL02g16995.t1			
OG0035488	INIL02g17006.t1			
OG0035489	INIL02g17037.t1			
OG0035490	INIL02g17073.t1			
OG0035491	INIL02g17134.t1			
OG0035492	INIL02g17165.t1			
OG0035493	INIL02g17190.t1			
OG0035494	INIL02g17218.t1			
OG0035495	INIL02g17220.t1			
OG0035496	INIL03g01865.t1			
OG0035497	INIL03g01861.t1			
OG0035498	INIL03g01856.t1			
OG0035499	INIL03g01848.t1			
OG0035500	INIL03g01840.t1			
OG0035501	INIL03g01838.t1			
OG0035502	INIL03g01820.t1			
OG0035503	INIL03g01811.t1			
OG0035504	INIL03g01799.t1			
OG0035505	INIL03g01782.t1			
OG0035506	INIL03g01780.t1			
OG0035507	INIL03g01770.t1			
OG0035508	INIL03g14275.t1			
OG0035509	INIL03g14327.t1			
OG0035510	INIL03g14328.t1			
OG0035511	INIL03g14332.t1			
OG0035512	INIL03g14343.t1			
OG0035513	INIL03g14346.t1			
OG0035514	INIL03g14357.t1			
OG0035515	INIL03g14364.t1			
OG0035516	INIL03g20248.t1			
OG0035517	INIL03g29787.t1			
OG0035518	INIL03g29795.t1			
OG0035519	INIL03g29825.t1			
OG0035520	INIL03g23326.t1			
OG0035521	INIL03g23328.t1			
OG0035522	INIL03g23344.t1			
OG0035523	INIL03g23345.t1			
OG0035524	INIL03g30771.t1			
OG0035525	INIL03g30776.t1			
OG0035526	INIL03g30778.t1			
OG0035527	INIL03g30789.t1			
OG0035528	INIL03g30793.t1			
OG0035529	INIL03g30797.t1			
OG0035530	INIL03g30798.t1			
OG0035531	INIL03g27469.t1			
OG0035532	INIL03g13939.t1			
OG0035533	INIL03g13943.t1			
OG0035534	INIL03g13948.t1			
OG0035535	INIL03g13951.t1			
OG0035536	INIL03g13954.t1			
OG0035537	INIL03g13989.t1			
OG0035538	INIL03g13992.t1			
OG0035539	INIL03g13993.t1			
OG0035540	INIL03g19579.t1			
OG0035541	INIL03g19588.t1			
OG0035542	INIL03g19610.t1			
OG0035543	INIL03g19614.t1			
OG0035544	INIL03g25965.t1			
OG0035545	INIL03g25960.t1			
OG0035546	INIL03g25948.t1			
OG0035547	INIL03g25934.t1			
OG0035548	INIL03g25923.t1			
OG0035549	INIL03g25918.t1			
OG0035550	INIL03g25906.t1			
OG0035551	INIL03g25903.t1			
OG0035552	INIL03g37228.t1			
OG0035553	INIL03g37216.t1			
OG0035554	INIL03g37214.t1			
OG0035555	INIL03g37197.t1			
OG0035556	INIL03g37192.t1			
OG0035557	INIL03g15029.t1			
OG0035558	INIL03g15017.t1			
OG0035559	INIL03g15016.t1			
OG0035560	INIL03g15010.t1			
OG0035561	INIL03g15009.t1			
OG0035562	INIL03g14988.t1			
OG0035563	INIL03g14985.t1			
OG0035564	INIL03g14938.t1			
OG0035565	INIL03g14921.t1			
OG0035566	INIL03g14910.t1			
OG0035567	INIL03g22475.t1			
OG0035568	INIL03g22488.t1			
OG0035569	INIL03g22511.t1			
OG0035570	INIL03g21135.t1			
OG0035571	INIL03g21104.t1			
OG0035572	INIL03g21075.t1			
OG0035573	INIL03g20487.t1			
OG0035574	INIL03g20486.t1			
OG0035575	INIL03g20459.t1			
OG0035576	INIL03g20416.t1			
OG0035577	INIL03g20398.t1			
OG0035578	INIL03g09026.t1			
OG0035579	INIL03g09016.t1			
OG0035580	INIL03g11386.t1			
OG0035581	INIL03g11405.t1			
OG0035582	INIL03g11410.t1			
OG0035583	INIL03g11433.t1			
OG0035584	INIL03g11455.t1			
OG0035585	INIL03g11456.t1			
OG0035586	INIL03g17252.t1			
OG0035587	INIL03g17253.t1			
OG0035588	INIL03g17293.t1			
OG0035589	INIL03g17325.t1			
OG0035590	INIL03g17333.t1			
OG0035591	INIL03g17342.t1			
OG0035592	INIL03g17343.t1			
OG0035593	INIL03g17365.t1			
OG0035594	INIL03g17420.t1			
OG0035595	INIL03g17423.t1			
OG0035596	INIL03g17439.t1			
OG0035597	INIL03g17448.t1			
OG0035598	INIL03g17458.t1			
OG0035599	INIL03g17518.t1			
OG0035600	INIL03g17564.t1			
OG0035601	INIL03g17587.t1			
OG0035602	INIL03g17664.t1			
OG0035603	INIL03g17666.t1			
OG0035604	INIL03g17682.t1			
OG0035605	INIL03g17714.t1			
OG0035606	INIL03g17765.t1			
OG0035607	INIL03g17801.t1			
OG0035608	INIL03g17803.t1			
OG0035609	INIL03g17831.t1			
OG0035610	INIL03g17847.t1			
OG0035611	INIL03g17878.t1			
OG0035612	INIL03g17925.t1			
OG0035613	INIL03g17938.t1			
OG0035614	INIL03g17944.t1			
OG0035615	INIL03g17990.t1			
OG0035616	INIL03g17994.t2			
